sampno,locno,perno,loctype,city
30000926,10000,-1,1,CHICAGO
30000926,10002,1,2,CHICAGO
30000926,10401,-1,4,CHICAGO
30000926,10404,-1,4,CHICAGO
30000926,1000000,-1,97,CHICAGO
30000973,10000,-1,1,CHICAGO
30000973,10401,-1,4,CHICAGO
30000973,10402,-1,4,CHICAGO
30000973,10406,-1,4,CHICAGO
30000973,1000000,-1,97,CHICAGO
30001027,10000,-1,1,CHICAGO
30001027,10401,-1,4,CHICAGO
30001027,10405,-1,4,CHICAGO
30001027,10407,-1,4,AVON PARK
30001049,10000,-1,1,CHICAGO
30001049,10002,1,2,CHICAGO
30001049,10401,-1,4,CHICAGO
30001049,10402,-1,4,CHICAGO
30001049,10403,-1,4,CHICAGO
30001049,10404,-1,4,CHICAGO
30001049,10406,-1,4,CHICAGO
30001049,1000000,-1,97,CHICAGO
30001049,2000002,-1,100,CHICAGO
30001049,2000003,-1,100,CHICAGO
30001049,2000005,-1,100,CHICAGO
30001049,2000008,-1,100,CHICAGO
30001049,2000009,-1,100,CHICAGO
30001049,2000010,-1,100,CHICAGO
30001049,2000011,-1,100,CHICAGO
30001049,2000013,-1,100,NORTHBROOK
30001049,2000014,-1,100,WILMETTE
30001049,2000015,-1,100,NORTHFIELD
30001049,2000016,-1,100,GLENVIEW
30001049,2000017,-1,100,CHICAGO
30001049,4000012,-1,100,Chicago
30001049,4000013,-1,100,Chicago
30001049,4000014,-1,100,Chicago
30001049,4000015,-1,100,Chicago
30001068,10000,-1,1,SCHILLER PARK
30001068,10401,-1,4,EUGENE
30001068,10403,-1,4,MELROSE PARK
30001068,10405,-1,4,CHICAGO
30001068,10407,-1,4,PARK RIDGE
30001068,1000000,-1,97,DES PLAINES
30001090,10000,-1,1,CHICAGO
30001090,10002,1,2,CHICAGO
30001090,10401,-1,4,CHICAGO
30001090,10404,-1,4,CHICAGO
30001090,2000004,-1,100,CHICAGO
30001090,2000006,-1,100,CHICAGO
30001090,2000015,-1,100,CHICAGO
30001090,2000021,-1,100,GRAYSLAKE
30001090,2000026,-1,100,VERNON HILLS
30001090,2000028,-1,100,PALATINE
30001090,2000029,-1,100,PALATINE
30001090,2000030,-1,100,PALATINE
30001090,2000031,-1,100,ELK GROVE VIL
30001090,2000032,-1,100,ELK GROVE VIL
30001090,2000033,-1,100,CHICAGO
30001090,2000039,-1,97,GRAYSLAKE
30001108,10000,-1,1,CHICAGO
30001108,10002,1,2,CHICAGO
30001108,10401,-1,4,CHICAGO
30001108,10402,-1,4,CHICAGO
30001108,10403,-1,4,BELLWOOD
30001108,1000000,-1,97,CHICAGO
30001108,1000001,-1,97,CHICAGO
30001193,10000,-1,1,DES PLAINES
30001193,10401,-1,4,DES PLAINES
30001193,10402,-1,4,DES PLAINES
30001193,10403,-1,4,ELK GROVE VIL
30001193,10407,-1,4,EVANSTON
30001248,10000,-1,1,CALUMET CITY
30001248,10403,-1,4,DYER
30001248,2000001,-1,100,CHICAGO HEIGH
30001248,2000002,-1,100,LANSING
30001248,2000003,-1,100,MUNSTER
30001248,2000004,-1,100,CHICAGO HEIGH
30001248,2000007,-1,100,CHICAGO
30001248,2000008,-1,100,CHICAGO
30001248,2000009,-1,97,MUNSTER
30001289,10000,-1,1,OAK PARK
30001289,10401,-1,4,RIVER FOREST
30001289,10404,-1,4,OAK PARK
30001289,10406,-1,4,OAK PARK
30001289,20002,2,2,ARLINGTON HEI
30001289,30003,3,3,OAK PARK
30001289,2000006,-1,97,OAK PARK
30001289,2000007,-1,97,OAK PARK
30001289,2000008,-1,100,OAK PARK
30001289,2000011,-1,100,FOREST PARK
30001289,2000013,-1,100,OAK PARK
30001293,10000,-1,1,CHICAGO
30001293,10002,1,2,CHICAGO
30001293,10401,-1,4,CHICAGO
30001293,10406,-1,4,CHICAGO
30001293,2000006,-1,100,CHICAGO
30001293,2000019,-1,100,CHICAGO
30001293,2000028,-1,100,CHICAGO
30001293,2000029,-1,100,CHICAGO
30001293,2000031,-1,100,CHICAGO
30001293,2000032,-1,100,CHICAGO
30001333,10000,-1,1,CHICAGO
30001333,10401,-1,4,CHICAGO
30001333,10402,-1,4,CHICAGO
30001333,10405,-1,4,ELMWOOD PARK
30001333,10407,-1,4,CHICAGO
30001333,1000001,-1,97,CHICAGO
30001371,10000,-1,1,CHICAGO
30001371,10002,1,2,NORRIDGE
30001371,10401,-1,4,HARWOOD HEIGH
30001371,10402,-1,4,NORRIDGE
30001371,10403,-1,4,MELROSE PARK
30001371,10407,-1,4,CHICAGO
30001371,1000003,-1,97,CHICAGO
30001371,1000004,-1,97,NILES
30001371,1000005,-1,97,DES PLAINES
30001443,10000,-1,1,CHICAGO
30001443,10002,1,2,CHICAGO
30001443,10401,-1,4,CHICAGO
30001443,10403,-1,4,CHICAGO
30001443,20002,2,2,CHICAGO
30001443,2000002,-1,100,CHICAGO
30001443,2000006,-1,97,CHICAGO
30001444,10000,-1,1,CHICAGO
30001444,10401,-1,4,CHICAGO
30001467,10000,-1,1,CHICAGO
30001467,10003,1,3,CHICAGO
30001467,10406,-1,4,CHICAGO
30001467,20002,2,2,CHICAGO
30001467,1000000,-1,97,CHICAGO
30001542,10000,-1,1,CHICAGO
30001542,10002,1,2,CHICAGO
30001542,10401,-1,4,CHICAGO
30001542,1000002,-1,97,CHICAGO
30001638,10000,-1,1,CHICAGO
30001638,10401,-1,4,CHICAGO
30001638,10406,-1,4,CHICAGO
30001638,2000010,-1,97,CHICAGO
30001638,2000011,-1,97,CHICAGO
30001638,2000012,-1,97,CHICAGO
30001842,10000,-1,1,NORTH CHICAGO
30001842,10003,1,3,NORTH CHICAGO
30001842,10401,-1,4,WAUKEGAN
30001842,10402,-1,4,LAKE BLUFF
30001842,10403,-1,4,NORTH CHICAGO
30001842,10405,-1,4,WAUKEGAN
30001842,10406,-1,4,LAKE BLUFF
30001842,1000000,-1,97,LIBERTYVILLE
30001897,10000,-1,1,ROLLING MEADO
30001897,10002,1,2,WAUKEGAN
30001897,10401,-1,4,MUNDELEIN
30001897,10403,-1,4,BUFFALO GROVE
30001897,2000002,-1,100,VERNON HILLS
30001907,10000,-1,1,CHICAGO
30001907,10401,-1,4,CHICAGO
30001907,10402,-1,4,CHICAGO
30001907,10403,-1,4,ELMWOOD PARK
30001907,20002,2,2,CHICAGO
30001907,1000000,-1,97,CHICAGO
30001907,1000001,-1,97,CHICAGO
30001907,1000002,-1,97,CHICAGO
30001907,1000003,-1,97,CHICAGO
30001917,10000,-1,1,NORRIDGE
30001917,10002,1,2,LOMBARD
30001917,10401,-1,4,HARWOOD HEIGH
30001917,10402,-1,4,HARWOOD HEIGH
30001917,10403,-1,4,NORRIDGE
30001917,10404,-1,4,CHICAGO
30001917,10407,-1,4,WESTMONT
30001917,1000000,-1,97,LOMBARD
30002054,10000,-1,1,CHICAGO
30002054,10002,1,2,NORTHBROOK
30002054,10003,1,3,CHICAGO
30002054,10401,-1,4,CHICAGO
30002054,10403,-1,4,CHICAGO
30002054,10405,-1,4,CHICAGO
30002054,30002,3,2,CHICAGO
30002067,10000,-1,1,CHICAGO
30002067,10401,-1,4,CHICAGO
30002067,10404,-1,4,CHICAGO
30002067,10407,-1,4,CHICAGO
30002089,10000,-1,1,RIVER FOREST
30002089,10401,-1,4,RIVER FOREST
30002089,10404,-1,4,OAK PARK
30002089,10405,-1,4,OAK PARK
30002089,10407,-1,4,OAK PARK
30002090,10000,-1,1,CHICAGO
30002090,10401,-1,4,CHICAGO
30002090,10402,-1,4,CHICAGO
30002090,10406,-1,4,CHICAGO
30002090,2000006,-1,100,CHICAGO
30002090,2000007,-1,100,CHICAGO
30002090,2000008,-1,100,CHICAGO
30002090,2000009,-1,100,CHICAGO
30002095,10000,-1,1,CHICAGO
30002095,10002,1,2,CHICAGO
30002095,10401,-1,4,CHICAGO
30002095,10402,-1,4,CHICAGO
30002095,20002,2,2,CHICAGO
30002095,2000004,-1,100,CHICAGO
30002095,2000006,-1,100,CHICAGO
30002095,2000007,-1,100,CHICAGO
30002095,2000008,-1,100,CHICAGO
30002095,2000009,-1,100,CHICAGO
30002095,2000012,-1,100,CHICAGO
30002095,2000013,-1,100,CICERO
30002095,2000015,-1,100,CICERO
30002095,2000016,-1,100,CICERO
30002095,2000019,-1,100,CHICAGO
30002095,2000020,-1,100,CHICAGO
30002095,2000022,-1,97,CHICAGO
30002095,2000023,-1,97,CHICAGO
30002106,10000,-1,1,CHICAGO
30002106,10401,-1,4,CHICAGO
30002106,10402,-1,4,CHICAGO
30002106,10403,-1,4,CHICAGO
30002106,20002,2,2,MACOMB
30002106,2000002,-1,100,CHICAGO
30002106,2000003,-1,100,CHICAGO
30002106,2000005,-1,100,CHICAGO
30002217,10000,-1,1,FRANKLIN PARK
30002217,10002,1,2,ELMHURST
30002217,10401,-1,4,BENSENVILLE
30002217,10402,-1,4,FRANKLIN PARK
30002217,10403,-1,4,FRANKLIN PARK
30002217,10407,-1,4,CHICAGO
30002217,2000001,-1,100,FRANKLIN PARK
30002217,2000003,-1,100,FRANKLIN PARK
30002217,2000004,-1,100,CHICAGO
30002217,2000005,-1,100,RIVER GROVE
30002217,2000006,-1,100,FRANKLIN PARK
30002217,2000007,-1,100,ELMHURST
30002217,2000013,-1,100,WESTCHESTER
30002217,2000014,-1,100,ELMHURST
30002280,10000,-1,1,CHICAGO
30002280,10002,1,2,CHICAGO
30002280,10401,-1,4,CHICAGO
30002280,10403,-1,4,CHICAGO
30002280,10404,-1,4,CHICAGO
30002280,20002,2,2,CHICAGO
30002280,1000000,-1,97,CHICAGO
30002447,10000,-1,1,CHICAGO
30002447,10002,1,2,CHICAGO
30002447,10003,1,3,CHICAGO
30002447,10404,-1,4,CHICAGO
30002464,10000,-1,1,CHICAGO
30002518,10000,-1,1,CHICAGO
30002518,10002,1,2,CHICAGO
30002518,10401,-1,4,CHICAGO
30002518,10404,-1,4,CHICAGO
30002518,10406,-1,4,CHICAGO
30002518,20002,2,2,CHICAGO
30002518,2000001,-1,100,CHICAGO
30002518,2000003,-1,100,CHICAGO
30002518,2000005,-1,100,CHICAGO
30002518,2000009,-1,100,CHICAGO
30002518,2000016,-1,100,CHICAGO
30002518,2000018,-1,100,CHICAGO
30002518,2000020,-1,100,CHICAGO
30002518,2000028,-1,100,CHICAGO
30002518,2000031,-1,100,CHICAGO
30002518,2000032,-1,100,CHICAGO
30002518,2000036,-1,100,CHICAGO
30002526,10000,-1,1,CHICAGO
30002526,10002,1,2,CHICAGO
30002526,10401,-1,4,CHICAGO
30002526,10403,-1,4,CHICAGO
30002526,10404,-1,4,CHICAGO
30002526,20002,2,2,CHICAGO
30002526,30003,3,3,CHICAGO
30002526,1000000,-1,97,NORRIDGE
30002561,10000,-1,1,CARPENTERSVIL
30002561,10401,-1,4,CARPENTERSVIL
30002561,10402,-1,4,WEST DUNDEE
30002561,10403,-1,4,EAST DUNDEE
30002561,10404,-1,4,EAST DUNDEE
30002561,10406,-1,4,EAST DUNDEE
30002561,10407,-1,4,EAST DUNDEE
30002561,20002,2,2,CHICAGO
30002561,30003,3,3,CARPENTERSVIL
30002561,40003,4,3,CARPENTERSVIL
30002561,50003,5,3,CARPENTERSVIL
30002561,1000000,-1,97,EAST DUNDEE
30002561,1000001,-1,97,CHICAGO
30002684,10000,-1,1,BERWYN
30002684,10401,-1,4,NORTH RIVERSI
30002684,10403,-1,4,NORTH RIVERSI
30002684,20002,2,2,ARLINGTON HEI
30002684,1000000,-1,97,BERWYN
30002684,1000001,-1,97,BROADVIEW
30002684,1000002,-1,97,BERWYN
30002684,1000003,-1,97,FOREST PARK
30002684,1000006,-1,97,OAK PARK
30002684,1000007,-1,97,CHICAGO
30002699,10000,-1,1,OAK PARK
30002699,10401,-1,4,GLEN ELLYN
30002699,10403,-1,4,FOREST PARK
30002699,10406,-1,4,RIVER GROVE
30002699,20002,2,2,WHEATON
30002699,2000003,-1,100,OAK PARK
30002699,2000004,-1,100,OAK PARK
30002699,2000006,-1,100,NAPERVILLE
30002699,2000009,-1,100,LOMBARD
30002699,2000010,-1,100,OAK PARK
30002700,10000,-1,1,WHEATON
30002700,10002,1,2,NAPERVILLE
30002700,10401,-1,4,WHEATON
30002700,10403,-1,4,WHEATON
30002700,10404,-1,4,CAROL STREAM
30002700,20002,2,2,GLENDALE HEIG
30002700,30003,3,3,NAPERVILLE
30002700,1000000,-1,97,CAROL STREAM
30002700,1000001,-1,97,CAROL STREAM
30002714,10000,-1,1,CHICAGO
30002714,10002,1,2,SKOKIE
30002714,10401,-1,4,NILES
30002714,10402,-1,4,CHICAGO
30002714,10403,-1,4,NILES
30002714,20002,2,2,CHICAGO
30002714,2000005,-1,100,SKOKIE
30002714,2000007,-1,100,SKOKIE
30002714,2000008,-1,100,NORTHBROOK
30002714,2000009,-1,100,LINCOLNWOOD
30002714,2000011,-1,100,MORTON GROVE
30002714,2000012,-1,100,SKOKIE
30002714,2000014,-1,100,SKOKIE
30002714,2000015,-1,100,SKOKIE
30002714,2000016,-1,100,NILES
30002824,10000,-1,1,CHICAGO
30002824,10401,-1,4,CHICAGO
30002824,10405,-1,4,CHICAGO
30002824,1000003,-1,97,CHICAGO
30002916,10000,-1,1,CHICAGO
30002916,10401,-1,4,BURBANK
30002916,10402,-1,4,CHICAGO
30002916,10403,-1,4,EVERGREEN PAR
30002916,10404,-1,4,EVERGREEN PAR
30002916,10405,-1,4,CHICAGO
30002916,10406,-1,4,CHICAGO
30002933,10000,-1,1,EVERGREEN PAR
30002933,10002,1,2,JOLIET
30002933,10401,-1,4,EVERGREEN PAR
30002933,10402,-1,4,EVERGREEN PAR
30002933,10403,-1,4,WORTH
30002933,10405,-1,4,EVERGREEN PAR
30002933,1000000,-1,97,OAK LAWN
30003029,10000,-1,1,CHICAGO
30003029,10002,1,2,CHICAGO
30003029,10401,-1,4,OAK LAWN
30003029,10402,-1,4,CHICAGO
30003029,10403,-1,4,EVERGREEN PAR
30003029,10404,-1,4,OAK LAWN
30003029,1000000,-1,97,CHICAGO HEIGH
30003029,1000001,-1,97,BURBANK
30003044,10000,-1,1,CHICAGO
30003044,10401,-1,4,CHICAGO
30003044,10402,-1,4,CHICAGO
30003044,10403,-1,4,HODGKINS
30003044,10406,-1,4,CHICAGO
30003044,10407,-1,4,CHICAGO
30003044,1000000,-1,97,CHICAGO
30003044,1000001,-1,97,LOMBARD
30003044,1000002,-1,97,NORTH AURORA
30003044,1000003,-1,97,GENEVA
30003044,1000004,-1,97,GENEVA
30003044,1000005,-1,97,CHICAGO
30003044,1000006,-1,97,CHICAGO
30003336,10000,-1,1,CHICAGO
30003336,10002,1,2,CHICAGO
30003336,10405,-1,4,CHICAGO
30003336,10406,-1,4,CHICAGO
30003336,2000007,-1,100,CHICAGO
30003336,2000008,-1,100,CHICAGO
30003336,2000009,-1,100,CHICAGO
30003336,2000011,-1,100,CHICAGO
30003336,2000012,-1,100,CHICAGO
30003336,2000013,-1,100,CHICAGO
30003336,2000015,-1,100,CHICAGO
30003336,2000018,-1,100,CHICAGO
30003336,2000019,-1,100,CHICAGO
30003336,2000020,-1,100,CHICAGO
30003336,2000021,-1,100,CHICAGO
30003336,2000022,-1,100,CHICAGO RIDGE
30003336,2000024,-1,100,CHICAGO
30003336,2000025,-1,100,CHICAGO
30003366,10000,-1,1,CHICAGO
30003366,10401,-1,4,CHICAGO
30003366,10403,-1,4,CHICAGO
30003366,10405,-1,4,CHICAGO
30003366,10406,-1,4,CHICAGO
30003366,30002,3,2,MOUNTAIN VIEW
30003366,1000000,-1,97,METTAWA
30003366,1000001,-1,97,CHICAGO
30003374,10000,-1,1,CHICAGO
30003374,10401,-1,4,CHICAGO
30003374,10403,-1,4,CHICAGO
30003374,10406,-1,4,CHICAGO
30003408,10000,-1,1,BLUE ISLAND
30003408,10003,1,3,SOUTH HOLLAND
30003408,10402,-1,4,BLUE ISLAND
30003408,10403,-1,4,ALSIP
30003408,10404,-1,4,MIDLOTHIAN
30003408,1000006,-1,97,LEMONT
30003463,10000,-1,1,CHICAGO
30003463,10002,1,2,CHICAGO
30003463,10401,-1,4,CHICAGO
30003463,10402,-1,4,CHICAGO
30003463,10407,-1,4,CHICAGO
30003463,2000001,-1,100,CHICAGO
30003463,2000008,-1,100,CHICAGO
30003490,10000,-1,1,EVANSTON
30003490,10002,1,2,CHICAGO
30003490,10401,-1,4,EVANSTON
30003490,10403,-1,4,NILES
30003490,10406,-1,4,EVANSTON
30003490,20002,2,2,ARLINGTON HEI
30003490,1000000,-1,97,SKOKIE
30003597,10000,-1,1,OAK PARK
30003597,10002,1,2,CHICAGO
30003597,10401,-1,4,OAK PARK
30003597,10403,-1,4,FOREST PARK
30003597,10404,-1,4,BROADVIEW
30003597,10405,-1,4,OAK PARK
30003614,10000,-1,1,CHICAGO
30003614,10401,-1,4,CHICAGO
30003614,10402,-1,4,CHICAGO
30003614,10404,-1,4,CHICAGO
30003614,10406,-1,4,CHICAGO
30003614,2000001,-1,100,CHICAGO
30003614,2000002,-1,100,CHICAGO
30003614,2000003,-1,100,CHICAGO
30003614,2000004,-1,100,CHICAGO
30003614,2000005,-1,100,CHICAGO
30003614,2000006,-1,100,CHICAGO
30003614,2000008,-1,100,CHICAGO
30003614,2000010,-1,100,CHICAGO
30003614,2000011,-1,100,CHICAGO
30003614,2000012,-1,100,CHICAGO
30003614,2000014,-1,100,CHICAGO
30003614,2000015,-1,100,CHICAGO
30003614,2000016,-1,100,CHICAGO
30003632,10000,-1,1,CHICAGO
30003632,10002,1,2,CHICAGO
30003632,10402,-1,4,CHICAGO
30003632,2000029,-1,100,CHICAGO
30003632,2000033,-1,100,CHICAGO
30003632,2000035,-1,100,CHICAGO
30003632,2000036,-1,100,CHICAGO
30003632,2000037,-1,100,CHICAGO
30003632,4000016,-1,100,Chicago
30003632,4000017,-1,100,Chicago
30003695,10000,-1,1,CHICAGO
30003695,10401,-1,4,CHICAGO
30003695,20002,2,2,CHICAGO
30003695,1000000,-1,97,CHICAGO
30003695,1000001,-1,97,CHICAGO
30003736,10000,-1,1,CHICAGO
30003736,10401,-1,4,CHICAGO
30003736,2000001,-1,100,CHICAGO
30003736,2000002,-1,100,CHICAGO
30003777,10000,-1,1,CHICAGO
30003777,10002,1,2,CHICAGO
30003777,10401,-1,4,CHICAGO
30003777,10406,-1,4,CHICAGO
30003777,10408,-1,4,CHICAGO
30003777,20002,2,2,CHICAGO
30003777,2000002,-1,100,CHICAGO
30003805,10000,-1,1,CHICAGO
30003805,10002,1,2,CHICAGO
30003805,10401,-1,4,CHICAGO
30003805,10402,-1,4,CHICAGO
30003805,10404,-1,4,CHICAGO
30003805,10405,-1,4,CHICAGO
30003805,10406,-1,4,CHICAGO
30003805,20002,2,2,CHICAGO
30003805,2000002,-1,100,CHICAGO
30003805,2000004,-1,100,CHICAGO
30003805,2000006,-1,100,CHICAGO
30003805,2000007,-1,100,CHICAGO
30003805,2000010,-1,100,CHICAGO
30003805,2000012,-1,100,CHICAGO
30003805,2000015,-1,100,CHICAGO
30003805,2000018,-1,100,CHICAGO
30003805,2000020,-1,100,CHICAGO
30003805,2000021,-1,100,CHICAGO
30003805,2000023,-1,100,OAK PARK
30003805,2000026,-1,100,CHICAGO
30003805,2000027,-1,100,CHICAGO
30003805,2000028,-1,100,CHICAGO
30003805,2000029,-1,100,CHICAGO
30003805,2000030,-1,100,CHICAGO
30003805,2000032,-1,100,CHICAGO
30003805,2000034,-1,100,CHICAGO
30003805,2000035,-1,100,CHICAGO
30003805,2000036,-1,100,CHICAGO
30003805,2000039,-1,100,CHICAGO
30003805,2000041,-1,100,CHICAGO
30003949,10000,-1,1,BROOKFIELD
30003949,10002,1,2,ELMHURST
30003949,10401,-1,4,COUNTRYSIDE
30003949,10403,-1,4,LA GRANGE
30003949,10404,-1,4,LA GRANGE PAR
30003949,10405,-1,4,OAK FOREST
30003949,10406,-1,4,VILLA PARK
30003949,30003,3,3,ELMHURST
30003949,40003,4,3,ELMHURST
30003949,1000000,-1,97,WESTCHESTER
30003960,10000,-1,1,CHICAGO
30003960,10002,1,2,CHICAGO
30003960,10401,-1,4,CHICAGO
30003960,10402,-1,4,CHICAGO
30003960,10404,-1,4,CHICAGO
30003960,10407,-1,4,CHICAGO
30003980,10000,-1,1,CHICAGO
30003980,10002,1,2,CHICAGO
30003980,10401,-1,4,CHICAGO
30003980,10404,-1,4,CHICAGO
30003980,10406,-1,4,CHICAGO
30003980,2000005,-1,100,CHICAGO
30003980,2000007,-1,100,CHICAGO
30003980,2000009,-1,100,CHICAGO
30003980,2000014,-1,100,CHICAGO
30003980,2000019,-1,100,CHICAGO
30003980,2000035,-1,100,CHICAGO
30003980,2000036,-1,100,CHICAGO
30003980,2000038,-1,100,CHICAGO
30003980,2000040,-1,100,CHICAGO
30003980,2000041,-1,100,CHICAGO
30004003,10000,-1,1,CHICAGO
30004003,10002,1,2,ALSIP
30004003,10003,1,3,TUSCALOOSA
30004003,10401,-1,4,CHICAGO
30004003,20002,2,2,CHICAGO
30004003,20003,2,3,NORTHPORT
30004014,10000,-1,1,CHICAGO
30004014,10002,1,2,CHICAGO
30004014,10401,-1,4,CHICAGO
30004014,10402,-1,4,CHICAGO
30004014,10404,-1,4,CHICAGO
30004014,10405,-1,4,CHICAGO
30004014,1000000,-1,97,CHICAGO
30004060,10000,-1,1,CHICAGO
30004060,10002,1,2,NAPERVILLE
30004060,10401,-1,4,NAPERVILLE
30004060,10403,-1,4,NAPERVILLE
30004060,20003,2,3,CHICAGO
30004077,10000,-1,1,CHICAGO
30004077,10401,-1,4,CHICAGO
30004077,10402,-1,4,CHICAGO
30004077,10406,-1,4,CHICAGO
30004077,1000001,-1,97,CHICAGO
30004077,1000003,-1,97,CHICAGO
30004145,10000,-1,1,CHICAGO
30004145,10002,1,2,CHICAGO
30004145,10401,-1,4,CHICAGO
30004145,10403,-1,4,CHICAGO
30004145,10404,-1,4,CHICAGO
30004145,10406,-1,4,CHICAGO
30004145,10407,-1,4,CHICAGO
30004145,20002,2,2,CHICAGO
30004216,10000,-1,1,CHICAGO
30004216,10401,-1,4,CHICAGO
30004216,1000000,-1,97,CHICAGO
30004239,10000,-1,1,CHICAGO
30004239,10002,1,2,EVANSTON
30004239,2000010,-1,100,CHICAGO
30004239,2000013,-1,100,CHICAGO
30004239,2000015,-1,100,CHICAGO
30004239,2000019,-1,100,CHICAGO
30004239,2000021,-1,100,CHICAGO
30004239,2000030,-1,100,CHICAGO
30004239,2000032,-1,100,CHICAGO
30004239,2000034,-1,100,CHICAGO
30004239,2000035,-1,100,CHICAGO
30004239,2000036,-1,100,CHICAGO
30004239,2000037,-1,100,CHICAGO
30004239,2000039,-1,100,EVANSTON
30004239,2000041,-1,100,CHICAGO
30004239,2000042,-1,100,CHICAGO
30004239,2000043,-1,100,CHICAGO
30004239,2000044,-1,100,CHICAGO
30004239,2000045,-1,100,CHICAGO
30004239,2000046,-1,100,CHICAGO
30004239,2000047,-1,100,CHICAGO
30004239,2000048,-1,100,CHICAGO
30004239,3000003,-1,100,CHICAGO
30004239,3000004,-1,100,CHICAGO
30004239,3000007,-1,100,CHICAGO
30004239,3000008,-1,100,NAPERVILLE
30004239,3000009,-1,100,LOMBARD
30004239,3000010,-1,100,GLEN ELLYN
30004239,3000011,-1,100,NAPERVILLE
30004239,3000012,-1,100,CHICAGO
30004239,3000013,-1,100,CHICAGO
30004239,3000014,-1,100,FOREST PARK
30004239,3000015,-1,100,CHICAGO
30004239,3000016,-1,100,CHICAGO
30004261,10000,-1,1,CHICAGO
30004261,10002,1,2,OAK BROOK
30004261,10401,-1,4,CHICAGO
30004261,10402,-1,4,CHICAGO
30004261,10403,-1,4,CHICAGO
30004261,2000006,-1,100,OAK BROOK
30004261,2000007,-1,100,CHICAGO
30004282,10000,-1,1,CHICAGO
30004282,10401,-1,4,CHICAGO
30004370,10000,-1,1,EVANSTON
30004370,10003,1,3,EVANSTON
30004370,10401,-1,4,NILES
30004370,1000000,-1,97,CHICAGO
30004389,10000,-1,1,CHICAGO
30004389,10002,1,2,CHICAGO
30004389,10401,-1,4,CHICAGO
30004389,10404,-1,4,CHICAGO
30004389,20002,2,2,CHICAGO
30004407,10000,-1,1,CHICAGO
30004407,10003,1,3,CHICAGO
30004407,10401,-1,4,CHICAGO
30004407,10402,-1,4,CHICAGO
30004407,10404,-1,4,CHICAGO
30004407,10406,-1,4,CHICAGO
30004407,20002,2,2,CHICAGO
30004407,2000023,-1,100,CHICAGO
30004407,2000039,-1,100,CHICAGO
30004407,2000040,-1,100,CHICAGO
30004407,2000044,-1,97,CHICAGO
30004407,2000045,-1,97,CHICAGO
30004407,2000052,-1,97,CHICAGO
30004407,3000003,-1,100,CHICAGO
30004407,3000004,-1,100,CHICAGO
30004476,10000,-1,1,CICERO
30004476,10002,1,2,CHICAGO
30004476,10401,-1,4,FOREST PARK
30004476,10402,-1,4,CHICAGO
30004476,10403,-1,4,CHICAGO
30004476,10405,-1,4,BOLINGBROOK
30004476,10406,-1,4,CICERO
30004476,10407,-1,4,CICERO
30004476,1000000,-1,97,CHICAGO
30004480,10000,-1,1,MELROSE PARK
30004480,10002,1,2,CHICAGO
30004480,10401,-1,4,NORTHLAKE
30004480,10402,-1,4,CHICAGO
30004480,10403,-1,4,MELROSE PARK
30004480,10404,-1,4,CHICAGO
30004480,2000001,-1,100,CHICAGO
30004480,2000003,-1,100,CHICAGO
30004480,2000006,-1,100,CHICAGO
30004480,2000007,-1,100,CHICAGO
30004480,2000008,-1,100,ELMWOOD PARK
30004480,2000017,-1,100,CHICAGO
30004480,2000020,-1,100,ELMWOOD PARK
30004480,2000021,-1,100,CHICAGO
30004480,2000022,-1,100,RIVER GROVE
30004480,2000023,-1,100,ELMWOOD PARK
30004480,4000018,-1,100,Des Plaines
30004480,4000019,-1,100,River Grove
30004573,10000,-1,1,CALUMET CITY
30004573,10401,-1,4,SOUTH HOLLAND
30004573,10402,-1,4,SOUTH HOLLAND
30004573,10403,-1,4,DOLTON
30004573,10405,-1,4,CHICAGO
30004573,1000000,-1,97,CALUMET CITY
30004573,1000001,-1,97,RIVERDALE
30004573,1000002,-1,97,CHICAGO
30004598,10000,-1,1,OAK LAWN
30004598,10401,-1,4,OAK LAWN
30004598,10402,-1,4,OAK LAWN
30004598,10403,-1,4,OAK LAWN
30004598,10406,-1,4,OAK LAWN
30004598,10407,-1,4,EVERGREEN PAR
30004598,1000000,-1,97,OAK LAWN
30004598,1000001,-1,97,OAK LAWN
30004598,1000002,-1,97,OAK LAWN
30004621,10000,-1,1,CHICAGO
30004621,10002,1,2,CHICAGO
30004621,10401,-1,4,CHICAGO
30004621,10402,-1,4,CHICAGO
30004621,10404,-1,4,CHICAGO
30004621,10406,-1,4,CHICAGO
30004621,10407,-1,4,CHICAGO
30004621,1000000,-1,97,CHICAGO
30004766,10000,-1,1,PARK RIDGE
30004766,10002,1,2,OAK LAWN
30004766,10401,-1,4,NILES
30004766,30002,3,2,EVANSTON
30004791,10000,-1,1,WILMETTE
30004791,10401,-1,4,GLENVIEW
30004791,10402,-1,4,WILMETTE
30004791,10403,-1,4,WILMETTE
30004791,10405,-1,4,WILMETTE
30004791,10407,-1,4,SKOKIE
30004791,20002,2,2,NORTHFIELD
30004791,20003,2,3,SKOKIE
30004791,1000000,-1,97,CHICAGO
30004919,10000,-1,1,BERWYN
30004919,10002,1,2,CHICAGO
30004919,10401,-1,4,LA GRANGE
30004919,10402,-1,4,BERWYN
30004919,10403,-1,4,BERWYN
30004919,10404,-1,4,BERWYN
30004919,30003,3,3,BERWYN
30004919,40003,4,3,BERWYN
30004919,2000001,-1,100,CHICAGO
30004919,2000003,-1,100,BERWYN
30004919,2000005,-1,100,NORTH RIVERSI
